99112	103204
99030	103084
99014	103180
98998	102764
98982	102628
98966	102568
98950	102504
98934	102548
98918	102528
98902	102360
98886	102328
98714	102120
98582	102103
98550	101648
98434	101680
98302	101732
98184	101380
98148	101344
97996	101424
97985	101264
97734	101228
97718	101284
97602	101098
97450	100728
97433	100752
97298	100604
97232	100684
97100	100732
96892	100596
96934	100456
96869	100472
96750	100320
96758	100038
96482	99656
96506	99216
96334	99160
96216	99084
96136	99016
96032	99144
95814	98940
95800	98756
95646	98760
95618	98619
95530	98332
95468	98304
95298	98204
95252	98128
95084	97972
94944	98231
94936	98308
94902	97996
94734	98124
94514	97900
94514	97839
94418	97576
94282	97440
94076	97436
94132	97336
93984	97128
93968	97376
93901	97224
93678	97140
93634	96892
93306	96913
93450	96600
93176	96488
93252	96280
93168	96300
93016	96256
92932	96188
92831	96156
92650	96076
92422	95894
92374	95660
92346	95540
92194	95500
92300	95432
92112	95232
92032	95432
91832	95208
91864	95120
91646	95216
91614	94919
91498	94668
91398	94484
91260	94632
91184	94320
91184	94339
91052	94568
90968	94412
90590	94408
90558	94392
90474	93800
90430	93288
90450	93280
90368	93068
90164	93408
90184	93276
89948	93168
90076	93020
89750	92852
89806	92708
89538	92679
89534	92432
89574	92260
89264	92140
89056	92012
89292	92104
89072	92260
88934	92300
88990	92104
88714	92264
88674	92120
88638	91530
88470	91396
88334	91060
88096	90988
88168	90800
88016	90988
87952	90884
87780	90912
87750	90596
87618	90568
87530	90675
87434	90104
87368	89988
87212	89784
87168	89704
86984	89660
86952	89900
86918	89816
86718	89940
86666	89796
86450	89752
86366	89344
86334	89252
86196	89140
86076	89064
85984	88992
85952	89116
85867	89096
85542	88920
85602	88740
85482	88676
85240	88420
85384	88272
85196	88200
85116	87972
84876	88112
84742	88024
84746	87972
84506	87872
84546	87695
84466	87440
84349	87320
84384	87272
84236	87052
84024	87140
84032	87288
83900	86944
83778	86972
83734	86816
83458	86268
83482	86456
83274	86156
83192	86332
83268	86228
83152	86036
83016	86168
82968	86116
82832	86012
82714	85932
82618	85884
82390	85416
82414	85440
82208	85204
82108	85128
82184	85184
82084	85204
81968	85020
81658	84924
81630	84912
81618	84340
81534	84500
81417	84396
81296	84252
81108	84164
81064	84104
81084	83936
80985	84068
80654	83964
80698	83944
80578	83758
80534	83420
80434	83284
80296	83304
80196	83132
80136	83116
80032	83120
79952	82964
79622	82872
79558	82780
79598	82720
79518	82480
79414	82268
79276	81968
79092	82268
78924	81972
79068	82144
78825	82072
78832	81952
78630	81832
78562	81802
78462	81184
78418	81612
78268	81512
78248	81136
78116	81315
78052	81332
77876	80824
77918	80992
77682	80780
77458	80604
77450	80448
77316	80252
77316	80128
77232	79948
77208	79974
77192	79972
76776	79956
76798	79968
76822	79936
76706	79628
76538	79160
76366	79132
76302	78992
76272	78752
76048	78844
76124	79093
75888	79060
75992	78820
75714	78976
75726	78620
75606	78533
75402	78524
75300	78384
75196	78016
75292	77888
75084	78099
75007	77920
74924	78104
74738	77932
74650	77864
74450	77384
74418	76988
74288	77104
74304	76960
74224	76996
74124	76728
73952	76816
73890	76632
73786	76516
73534	76452
73590	76256
73422	76036
73508	75924
73320	75756
73260	75744
73020	75907
73056	76208
72958	76040
72810	75760
72634	75728
72674	75563
72398	75036
72316	75032
72224	74420
72116	74676
72176	74647
71992	74672
71902	74444
71734	74472
71666	74416
71518	74264
71509	73900
71338	73868
71256	73568
71256	73572
71140	73644
70948	74068
70871	73900
70826	73736
70634	73668
70550	73191
70382	72928
70306	72676
70360	72588
70172	72500
70156	72619
69884	72584
69860	72384
69666	72444
69634	72180
69498	72064
69346	71916
69322	71736
69264	71604
69256	71568
69048	71620
69060	71712
68832	71576
68714	71780
68618	71620
68658	71158
68434	70832
68384	70704
68128	70668
68152	70572
68016	70648
67865	70524
67782	70500
67734	70252
67598	70328
67330	69928
67450	69732
67400	69576
67216	69440
67116	69384
67016	69348
66952	69648
66814	69672
66650	69476
66650	69508
66534	69131
66418	68788
66348	68540
66264	68460
66068	68312
66064	68368
65916	68352
65778	68204
65682	68248
65666	68100
65550	67844
65414	67508
65278	67572
65200	67468
64960	67312
64984	67160
64844	67600
64659	67452
64558	67312
64582	67288
64434	67011
64398	66820
64214	66340
64268	66292
64168	66104
64016	66196
63690	66144
63832	66100
63542	66100
63618	65848
63566	65855
63258	65336
63296	65200
63236	65224
62976	65000
63000	65260
62841	65328
62832	65468
62698	65152
62458	65028
62498	64972
62402	64588
62176	64584
62164	64500
61976	64332
62052	64444
61936	64220
61835	64116
61682	64196
61442	63984
61534	63944
61385	63676
61266	63628
61232	63620
60992	63372
60824	63432
60950	63172
60642	63368
60718	63100
60410	62896
60482	62704
60450	62508
60140	62572
60232	62488
60112	62424
60048	62496
59848	62340
59708	62056
59734	62088
59390	62007
59322	61844
59434	61596
59162	61660
59284	61576
58976	61382
59016	61416
58916	61320
58832	61160
58630	61064
58614	61068
58482	60864
58346	60800
58246	60660
58252	60336
58012	60404
58048	60508
57812	60208
57848	60092
57750	59988
57598	59912
57498	59732
57222	59584
57208	59604
57268	59168
57100	59248
57068	59468
56899	59224
56779	59204
56558	59068
56618	59040
56466	58756
56308	58644
56300	58536
56200	58428
56132	58339
56068	58464
55726	58108
55782	58152
55698	58068
55650	57676
55482	57716
55418	57664
55224	57444
55232	57596
55080	57455
55068	57584
55018	57312
54810	57400
54570	57212
54610	57076
54562	56716
54234	56636
54322	56620
54164	56448
54096	56447
54016	56496
53883	56244
53831	56272
53718	55928
53578	56032
53482	56000
53362	55752
53350	55644
53060	55676
53096	55380
52984	55244
52919	55344
52690	55080
52706	54932
52650	55004
52306	54432
52398	54292
52508	54440
52108	54164
52132	54227
51944	54296
51900	53960
51790	54036
51738	54120
51650	53705
51454	53248
51432	53324
51404	53156
51320	53120
51184	53252
51072	53505
50899	53504
50714	53316
50766	53036
50742	52920
50554	52759
50432	52236
50420	52140
50240	52088
50008	52136
50016	52012
49882	52336
49782	52068
49698	51872
49614	51772
49414	51236
49292	51208
49300	51232
49216	51044
49084	50980
48984	50736
48882	51280
48730	51236
48806	50864
48602	50904
48518	50237
48400	50248
48332	50196
48196	50208
48048	49840
47984	49928
47952	49972
47766	49696
47730	49736
47534	49604
47518	49084
47314	49292
47284	48844
47184	48816
47152	48640
47032	48940
47000	49184
46940	48768
46682	48908
46582	48932
46586	48728
46434	48020
46300	47904
46252	47804
46100	47808
46016	47652
45948	47656
45884	47808
45650	47756
45598	47468
45466	47470
45382	46920
45284	46784
45200	46788
45064	46784
44984	46920
44936	47008
44730	46816
44682	46764
44598	46792
44550	46604
44382	46360
44300	46152
44288	46064
44132	46136
44032	46095
43984	45900
43816	45944
43614	46108
43582	45580
43494	45683
43382	45248
43300	45296
43180	44948
43184	44984
42960	44916
42951	45092
42831	45180
42750	45024
42686	44668
42498	44352
42418	44512
42334	44240
42200	43980
42100	44041
42016	43976
41984	44156
41784	43848
41718	43772
41598	43430
41498	43344
41476	43172
41210	43228
41212	43268
41048	43192
41048	42848
40936	42948
40923	43040
40750	42736
40582	42532
40390	42004
40434	41852
40220	41988
40040	41824
40116	41580
40084	41888
39848	41644
39782	41560
39682	41352
39566	41279
39466	40956
39382	40824
39300	40584
39212	40640
39100	40496
39068	41122
38917	40856
38782	40648
38666	40736
38582	40460
38374	40508
38466	40168
38420	40052
38200	39916
38084	39888
38016	39799
37902	39760
37783	40032
37750	39724
37498	39568
37482	39261
37330	39164
37278	39100
37176	39024
37132	39004
36984	38887
36901	38836
36848	38752
36678	38648
36614	38301
36534	38276
36380	38092
36384	38064
36184	37860
36184	37924
36100	38024
35895	37916
35674	37768
35714	37492
35582	37516
35498	37280
35432	36744
35384	36700
35200	36688
35084	36800
35016	36412
34911	36456
34726	36480
34666	36220
34582	35882
34514	35768
34402	35612
34232	35632
34148	35468
34100	35732
34000	35868
33936	35880
33918	35588
33666	35568
33566	35316
33642	35456
33450	34712
33318	34676
33252	34752
33084	34472
32908	34372
33108	34544
32776	34264
32698	34096
32654	34152
32522	33958
32366	33656
32318	33564
32268	33544
32136	33268
32052	33640
31884	33668
31658	33588
31682	33408
31586	33356
31346	33359
31378	32988
31124	33024
31232	32692
31240	32652
30960	32465
30934	32612
30690	32608
30666	32776
30562	32500
30498	32072
30192	31664
30408	31504
30352	31404
29976	31320
30000	31340
29984	31076
29819	31016
29614	31004
29474	30842
29466	30584
29266	30572
29316	30416
29216	30296
29084	30232
28968	30656
28900	30592
28750	30484
28698	30600
28670	30220
28450	30264
28414	29924
28300	29752
28200	29540
28220	29604
28032	29642
27936	29604
27849	29436
27598	29460
27490	29172
27446	29256
27414	28696
27356	28756
27200	28424
27224	28348
27208	28116
27024	28176
26865	28096
26578	28072
26474	27828
26606	27560
26440	27252
26316	27420
26232	27376
26100	27332
25976	27304
26041	27548
25798	27256
25714	27340
25490	27152
25374	27001
25292	26528
25264	26372
25116	26316
25200	26176
24976	25964
24759	26324
24714	26068
24526	26028
24514	25700
24450	25632
24310	25372
24182	25412
24216	25128
24084	25068
23908	25268
23880	25244
23832	25292
23650	25244
23550	25140
23498	24790
23350	24696
23334	24552
23200	24048
23084	24328
22876	24544
22815	24320
22691	24556
22558	24096
22618	24220
22482	23987
22273	23724
22348	23628
22180	23488
22100	23508
21876	23304
21808	23336
21706	23428
21666	23116
21634	23068
21466	22588
21341	22220
21178	22476
21200	22220
21168	22247
20908	22128
20858	22056
20642	21828
20574	21956
20598	21817
20358	21696
20276	21652
20334	21712
20056	21396
20168	21616
19912	21827
19968	21616
19832	21984
19598	21420
19514	21368
19358	21251
19417	21204
19314	20868
19216	20732
19148	20632
19032	20756
18843	20892
18674	20604
18610	20508
18526	20220
18426	20204
18342	19824
18246	19548
18144	19500
17944	19284
17932	19304
17828	19372
17642	19308
17686	19264
17490	18418
17358	18384
17278	18544
17300	18164
17092	18248
17024	17992
16908	18012
16866	18004
16742	18072
16574	18056
16514	17248
16450	17192
16274	17080
16140	16916
16200	16848
15976	17168
15908	17104
15984	17328
15800	17128
15522	17244
15422	16852
15378	16588
15274	16700
15178	16476
15092	16324
14960	16276
14916	16206
14896	16120
14710	16236
14574	15792
14458	16292
14410	15604
14222	15868
14212	15320
14284	15520
14164	15116
13944	15100
13844	15052
13711	15084
13590	15088
13426	14673
13362	14272
13259	14480
13214	14160
13076	14204
13060	14204
12876	14388
12808	14488
12658	14108
12598	14308
12530	14644
12550	13821
12400	14036
12384	13456
12092	13664
12100	13544
12064	13376
11826	13696
11662	13440
11766	13320
11566	13204
11290	12911
11308	12904
11208	12496
11148	12604
11008	12220
10892	12508
10790	12284
10746	12248
10610	12564
10490	12032
10326	11440
10291	11364
10192	11236
10060	11132
9996	11027
9944	10904
9808	10916
9658	10792
9574	10876
9618	10301
9478	10464
9280	10240
9176	10240
9060	10192
9064	9988
8860	9972
8759	9948
8678	9952
8590	9536
8562	9755
8342	9204
8281	9392
8124	9268
8116	9104
8012	9188
7928	9164
7779	9004
7762	8864
7646	8828
7458	8759
7482	8368
7308	8192
7192	8216
7080	8316
7008	8172
6860	7888
6826	7772
6662	7888
6750	7680
6634	7268
6374	7436
6176	7276
6192	7000
6096	7120
5992	7100
5892	7012
5792	7040
5698	6940
5750	6580
5462	5877
5394	5908
5242	5556
5160	4968
5132	4828
4976	4488
4892	4340
4792	4148
4698	3388
4542	3340
4478	2304
4394	2168
4192	1472
4126	1392
4200	1360
4012	1248
3892	1200
3826	1120
3666	1088
3590	1024
3458	976
3534	896
3294	816
3384	736
3232	704
3028	608
2996	592
2729	512
2642	432
2558	384
2242	304
2066	256
1846	192
1758	144
1684	96
1616	772
1476	716
1356	512
1186	512
1098	512
962	112
842	48
688	512
640	512
624	112
560	48
496	448
448	512
416	372
368	772
320	112
240	448
224	772
176	512
112	772
64	512
48	316
16	48
